status,temperature,acceleration_y,acceleration_x,humidity,pressure,v_pd,v_cc,id,acceleration_z,timestamp
100,17.73,-23,-68,58.07,1011.68,0,3.559,1,1363,2015-10-26T23:51:09.753Z
100,17.91,-23,-69,57.38,1011.65,0,3.559,1,1368,2015-10-26T23:50:09.956Z
100,17.88,-10,-66,57.61,1011.7,0,3.559,1,1367,2015-10-26T23:49:10.101Z
100,18.28,-16,-69,56.22,1011.77,0,3.559,1,1368,2015-10-26T23:48:12.386Z
100,18.49,-29,-69,55.72,1011.8,0,3.559,1,1368,2015-10-26T23:47:13.003Z
100,18.65,-25,-71,55.2,1011.67,0,3.559,1,1366,2015-10-26T23:46:12.895Z
100,18.64,-31,-69,55.09,1011.71,18,3.559,1,1361,2015-10-26T23:45:16.473Z
100,18.59,-26,-68,55.35,1011.79,17,3.559,1,1367,2015-10-26T23:44:14.798Z
100,18.49,-23,-68,55.69,1011.74,18,3.559,1,1363,2015-10-26T23:43:16.414Z
100,18.54,-13,-68,55.55,1011.83,17,3.559,1,1366,2015-10-26T23:42:16.876Z
100,18.73,-26,-72,54.82,1011.77,17,3.559,1,1368,2015-10-26T23:41:26.335Z
100,19.02,-29,-71,53.95,1011.83,17,3.559,1,1372,2015-10-26T23:40:19.581Z
100,19.06,-18,-72,53.81,1011.77,18,3.559,1,1363,2015-10-26T23:39:19.725Z
100,19.13,-13,-72,53.6,1011.83,17,3.559,1,1364,2015-10-26T23:38:20.774Z
100,19.09,-17,-66,53.63,1011.76,17,3.559,1,1360,2015-10-26T23:37:23.680Z
100,19.13,-18,-68,53.55,1011.78,18,3.559,1,1368,2015-10-26T23:36:24.267Z
100,19.23,-25,-72,53.25,1011.69,18,3.559,1,1363,2015-10-26T23:35:38.327Z
100,19.21,-23,-72,53.22,1011.74,17,3.559,1,1361,2015-10-26T23:34:30.245Z
100,19.17,-20,-68,53.6,1011.77,18,3.559,1,1363,2015-10-26T23:33:26.381Z
100,19.15,-25,-69,53.26,1011.79,17,3.559,1,1368,2015-10-26T23:32:27.137Z
100,19.03,-24,-72,53.66,1011.84,17,3.559,1,1366,2015-10-26T23:31:28.168Z
100,18.88,-29,-68,54.42,1011.65,17,3.559,1,1372,2015-10-26T23:30:36.182Z
100,18.98,-16,-68,53.87,1011.8,18,3.559,1,1367,2015-10-26T23:29:30.112Z
100,19.15,-20,-65,53.73,1011.76,18,3.559,1,1361,2015-10-26T23:28:42.384Z
100,19.1,-21,-72,53.75,1011.81,17,3.559,1,1366,2015-10-26T23:27:32.212Z
100,19.02,-25,-72,54.04,1011.81,18,3.559,1,1363,2015-10-26T23:26:39.609Z
100,18.92,-25,-71,54.42,1011.8,17,3.559,1,1367,2015-10-26T23:25:36.405Z
100,18.93,-24,-68,53.98,1011.77,17,3.559,1,1363,2015-10-26T23:24:35.389Z
100,18.87,-28,-72,54.5,1011.8,18,3.559,1,1363,2015-10-26T23:23:39.934Z
100,19.01,-28,-72,54.24,1011.76,18,3.559,1,1372,2015-10-26T23:22:39.380Z
100,18.87,-29,-65,54.42,1011.7,18,3.559,1,1368,2015-10-26T23:21:39.582Z
100,18.71,-18,-72,55.03,1011.71,17,3.559,1,1372,2015-10-26T23:20:43.740Z
100,18.65,-29,-66,55.37,1011.62,18,3.559,1,1368,2015-10-26T23:19:40.591Z
100,18.43,-16,-68,55.64,1011.7,18,3.559,1,1371,2015-10-26T23:18:41.275Z
100,18.31,-16,-68,56.45,1011.65,18,3.559,1,1372,2015-10-26T23:17:45.850Z
100,17.89,-16,-71,57.72,1011.65,18,3.559,1,1369,2015-10-26T23:16:44.418Z
100,17.69,-25,-69,58.02,1011.69,17,3.559,1,1371,2015-10-26T23:15:53.000Z
100,17.82,-29,-72,57.78,1011.72,17,3.559,1,1372,2015-10-26T23:14:45.141Z
100,17.88,-25,-73,57.36,1011.64,18,3.559,1,1367,2015-10-26T23:13:45.933Z
100,17.73,-15,-68,58.07,1011.62,17,3.559,1,1368,2015-10-26T23:12:46.803Z
100,17.75,-16,-68,58.02,1011.68,17,3.559,1,1368,2015-10-26T23:12:05.597Z
100,17.84,-31,-71,57.49,1011.6,18,3.559,1,1359,2015-10-26T23:10:52.898Z
100,17.94,-16,-71,57.27,1011.58,18,3.559,1,1372,2015-10-26T23:09:50.383Z
100,17.88,-25,-72,57.21,1011.68,17,3.559,1,1367,2015-10-26T23:08:51.296Z
100,17.73,-13,-69,58.07,1011.59,17,3.559,1,1372,2015-10-26T23:07:58.009Z
100,17.95,-16,-68,57.27,1011.61,17,3.559,1,1371,2015-10-26T23:06:53.082Z
100,18.07,-15,-66,56.52,1011.62,17,3.559,1,1372,2015-10-26T23:05:53.633Z
100,18.05,-29,-72,56.89,1011.62,18,3.559,1,1367,2015-10-26T23:04:54.939Z
100,18.18,-29,-72,56.2,1011.61,17,3.559,1,1374,2015-10-26T23:03:56.288Z
100,18.47,-29,-72,55.53,1011.57,17,3.559,1,1372,2015-10-26T23:02:57.168Z
100,18.93,-25,-71,54.1,1011.54,17,3.559,1,1367,2015-10-26T23:01:57.660Z
100,19.07,-32,-65,53.7,1011.67,18,3.559,1,1368,2015-10-26T23:01:02.260Z
100,19.16,-29,-69,53.47,1011.59,18,3.559,1,1363,2015-10-26T23:00:00.094Z
100,19.32,-32,-72,52.7,1011.59,18,3.559,1,1372,2015-10-26T22:59:00.125Z
100,19.22,-31,-72,53.2,1011.61,18,3.559,1,1367,2015-10-26T22:58:01.437Z
100,19.43,-24,-66,52.5,1011.58,18,3.559,1,1368,2015-10-26T22:57:02.293Z
100,19.46,-20,-69,52.04,1011.59,20,3.559,1,1368,2015-10-26T22:56:03.841Z
100,19.43,-32,-77,52.32,1011.55,20,3.559,1,1368,2015-10-26T22:55:04.664Z
100,19.49,-26,-65,52.06,1011.46,20,3.559,1,1366,2015-10-26T22:54:06.005Z
100,19.67,-24,-68,51.54,1011.54,20,3.559,1,1375,2015-10-26T22:53:08.021Z
100,19.57,-33,-71,51.8,1011.53,21,3.559,1,1366,2015-10-26T22:52:07.951Z
100,19.72,-33,-72,51.62,1011.43,21,3.559,1,1368,2015-10-26T22:51:09.576Z
100,19.59,-33,-66,51.68,1011.48,20,3.559,1,1367,2015-10-26T22:50:10.546Z
100,19.67,-34,-72,51.6,1011.53,20,3.559,1,1363,2015-10-26T22:49:12.000Z
100,19.73,-25,-71,51.3,1011.51,21,3.559,1,1375,2015-10-26T22:48:12.653Z
100,19.78,-20,-69,51.22,1011.54,21,3.559,1,1368,2015-10-26T22:47:14.561Z
100,19.7,-24,-68,51.36,1011.56,21,3.559,1,1372,2015-10-26T22:46:15.739Z
100,19.87,-23,-71,51.21,1011.55,20,3.559,1,1368,2015-10-26T22:45:16.724Z
100,19.87,-20,-68,50.71,1011.54,20,3.559,1,1369,2015-10-26T22:44:17.715Z
100,19.87,-33,-74,50.84,1011.63,20,3.559,1,1368,2015-10-26T22:43:18.814Z
100,19.7,-32,-72,51.36,1011.61,21,3.559,1,1374,2015-10-26T22:42:19.748Z
100,19.73,-23,-71,51.54,1011.59,20,3.559,1,1372,2015-10-26T22:41:22.788Z
100,19.75,-34,-72,51.3,1011.54,20,3.559,1,1372,2015-10-26T22:40:23.758Z
100,19.8,-29,-68,51.25,1011.57,21,3.559,1,1372,2015-10-26T22:39:23.816Z
100,19.75,-29,-71,51.65,1011.51,20,3.559,1,1368,2015-10-26T22:38:24.707Z
100,19.77,-29,-65,51.47,1011.52,20,3.559,1,1363,2015-10-26T22:37:26.079Z
100,19.82,-31,-66,51.13,1011.53,20,3.559,1,1363,2015-10-26T22:36:27.773Z
100,19.79,-32,-68,51.33,1011.55,21,3.559,1,1368,2015-10-26T22:35:28.582Z
100,19.86,-29,-72,51.1,1011.54,21,3.559,1,1368,2015-10-26T22:34:29.571Z
100,19.81,-24,-74,50.96,1011.57,21,3.559,1,1364,2015-10-26T22:33:31.410Z
100,19.73,-29,-69,51.44,1011.54,21,3.559,1,1366,2015-10-26T22:32:33.098Z
100,19.84,-25,-69,50.93,1011.56,21,3.559,1,1368,2015-10-26T22:31:34.267Z
100,19.83,-20,-71,51.13,1011.45,21,3.559,1,1372,2015-10-26T22:30:35.012Z
100,19.91,-16,-71,50.54,1011.48,20,3.559,1,1364,2015-10-26T22:29:35.903Z
100,19.89,-26,-69,50.6,1011.48,21,3.559,1,1368,2015-10-26T22:28:36.134Z
100,19.91,-29,-68,50.86,1011.42,20,3.559,1,1363,2015-10-26T22:27:37.316Z
100,19.99,-34,-69,50.54,1011.41,21,3.559,1,1366,2015-10-26T22:26:38.830Z
0,20.01,-25,-71,50.34,1011.38,20,3.559,1,1375,2015-10-26T22:25:47.949Z
0,20.01,-25,-72,50.02,1011.42,21,3.559,1,1376,2015-10-26T22:24:40.868Z
100,19.98,-32,-71,50.69,1011.32,20,3.559,1,1363,2015-10-26T22:23:59.054Z
100,19.96,-29,-71,50.57,1011.27,21,3.559,1,1368,2015-10-26T22:22:43.451Z
100,19.94,-20,-68,50.34,1011.28,21,3.559,1,1367,2015-10-26T22:21:44.364Z
100,19.9,-17,-72,50.71,1011.34,20,3.559,1,1368,2015-10-26T22:20:46.112Z
100,19.79,-31,-68,51.22,1011.28,20,3.559,1,1368,2015-10-26T22:19:46.651Z
100,19.79,-26,-68,51.04,1011.31,20,3.559,1,1371,2015-10-26T22:18:47.985Z
100,19.78,-29,-72,51.22,1011.31,20,3.559,1,1367,2015-10-26T22:17:49.125Z
100,19.64,-29,-69,51.83,1011.22,21,3.559,1,1368,2015-10-26T22:16:58.228Z
100,19.69,-25,-68,51.76,1011.18,21,3.559,1,1368,2015-10-26T22:15:51.755Z
100,19.73,-23,-71,51.42,1011.16,21,3.559,1,1359,2015-10-26T22:14:54.204Z
100,19.75,-20,-66,51.47,1011.22,20,3.559,1,1371,2015-10-26T22:13:53.557Z
100,19.79,-29,-68,51.42,1011.26,20,3.559,1,1363,2015-10-26T22:12:54.716Z
100,19.82,-29,-72,51.33,1011.22,21,3.559,1,1372,2015-10-26T22:11:57.899Z
100,19.78,-18,-71,51.47,1011.15,20,3.559,1,1364,2015-10-26T22:10:59.624Z
100,19.72,-34,-72,51.73,1011.29,20,3.559,1,1368,2015-10-26T22:09:58.586Z
100,19.77,-29,-69,51.8,1011.24,20,3.559,1,1366,2015-10-26T22:09:11.915Z
100,19.79,-21,-72,51.59,1011.29,20,3.559,1,1366,2015-10-26T22:08:18.127Z
100,19.86,-24,-68,51.36,1011.21,21,3.559,1,1361,2015-10-26T22:07:01.931Z
100,19.83,-20,-72,51.15,1011.22,20,3.559,1,1366,2015-10-26T22:06:12.001Z
100,19.8,-21,-71,51.33,1011.17,21,3.559,1,1367,2015-10-26T22:05:05.114Z
100,19.86,-20,-64,51.36,1011.2,20,3.559,1,1361,2015-10-26T22:04:06.616Z
0,20.04,-25,-68,50.8,1011.19,21,3.559,1,1366,2015-10-26T22:03:07.111Z
100,19.99,-32,-72,50.69,1011.2,21,3.559,1,1360,2015-10-26T22:02:08.808Z
0,20.02,-23,-66,50.69,1011.16,21,3.559,1,1368,2015-10-26T22:01:09.636Z
0,20.05,-26,-73,50.22,1011.22,21,3.559,1,1368,2015-10-26T22:00:13.620Z
0,20.07,-29,-71,50.42,1011.18,21,3.559,1,1372,2015-10-26T21:59:12.542Z
0,20.01,-31,-72,50.77,1011.13,21,3.559,1,1368,2015-10-26T21:58:14.508Z
0,20.07,-26,-68,50.91,1011.15,20,3.559,1,1368,2015-10-26T21:57:21.677Z
0,20.12,-29,-72,50.68,1011.15,20,3.559,1,1368,2015-10-26T21:56:21.820Z
0,20.09,-25,-74,50.65,1011.16,20,3.559,1,1372,2015-10-26T21:55:16.608Z
0,20.1,-33,-74,50.28,1011.13,21,3.559,1,1366,2015-10-26T21:54:17.871Z
0,20.07,-26,-72,50.54,1011.18,21,3.559,1,1361,2015-10-26T21:53:24.172Z
0,20.09,-29,-72,50.51,1011.21,20,3.559,1,1368,2015-10-26T21:52:32.520Z
0,20.1,-28,-68,50.25,1011.16,21,3.559,1,1368,2015-10-26T21:51:25.854Z
0,20.02,-25,-72,51.03,1011.22,21,3.559,1,1368,2015-10-26T21:50:29.245Z
100,19.98,-16,-68,50.98,1011.29,20,3.559,1,1363,2015-10-26T21:49:31.627Z
100,19.96,-25,-72,51.12,1011.32,21,3.559,1,1368,2015-10-26T21:48:25.229Z
100,19.96,-25,-69,51.09,1011.3,21,3.559,1,1368,2015-10-26T21:47:26.616Z
100,19.99,-23,-68,51.38,1011.25,21,3.559,1,1369,2015-10-26T21:46:27.626Z
100,19.97,-28,-68,51.21,1011.26,21,3.559,1,1367,2015-10-26T21:45:33.108Z
0,20.07,-18,-64,51.35,1011.24,20,3.559,1,1360,2015-10-26T21:44:39.406Z
0,20.08,-25,-71,51.17,1011.22,21,3.559,1,1368,2015-10-26T21:43:32.319Z
0,20.07,-34,-72,51.02,1011.27,20,3.559,1,1368,2015-10-26T21:42:33.736Z
100,19.99,-24,-72,51.35,1011.28,20,3.559,1,1363,2015-10-26T21:41:35.069Z
0,20.04,-25,-66,51.37,1011.25,21,3.559,1,1364,2015-10-26T21:40:49.789Z
0,20.12,-20,-72,51.11,1011.2,21,3.559,1,1368,2015-10-26T21:39:36.096Z
0,20.14,-26,-72,51.17,1011.27,20,3.559,1,1368,2015-10-26T21:38:37.344Z
0,20.08,-31,-72,51.02,1011.29,21,3.559,1,1363,2015-10-26T21:37:38.567Z
0,20.04,-33,-69,51.37,1011.32,21,3.559,1,1366,2015-10-26T21:36:39.793Z
0,20.05,-20,-69,51.14,1011.28,21,3.559,1,1368,2015-10-26T21:35:41.030Z
0,20.17,-29,-65,50.8,1011.26,20,3.559,1,1368,2015-10-26T21:34:42.265Z
0,20.08,-20,-71,50.88,1011.18,21,3.559,1,1374,2015-10-26T21:33:57.962Z
0,20.09,-29,-68,50.62,1011.19,21,3.559,1,1366,2015-10-26T21:32:44.716Z
0,20.06,-24,-68,51.25,1011.27,20,3.559,1,1372,2015-10-26T21:31:45.896Z
0,20.05,-24,-71,51.66,1011.19,21,3.559,1,1372,2015-10-26T21:30:52.436Z
0,20.07,-29,-68,51.49,1011.23,21,3.559,1,1366,2015-10-26T21:29:50.481Z
0,20.14,-25,-68,51.14,1011.2,20,3.559,1,1369,2015-10-26T21:28:49.742Z
0,20.11,-18,-72,51.37,1011.22,20,3.559,1,1367,2015-10-26T21:27:50.797Z
0,20.13,-32,-68,50.88,1011.21,20,3.559,1,1372,2015-10-26T21:26:52.183Z
0,20.09,-20,-68,51.23,1011.18,20,3.559,1,1372,2015-10-26T21:25:53.441Z
100,19.99,-20,-71,51.18,1011.16,20,3.559,1,1368,2015-10-26T21:24:54.515Z
0,20.09,-26,-71,50.8,1011.1,21,3.559,1,1368,2015-10-26T21:23:56.786Z
0,20.05,-21,-66,51.09,1011.23,20,3.559,1,1368,2015-10-26T21:23:01.821Z
0,20.11,-24,-72,51.51,1011.09,21,3.559,1,1376,2015-10-26T21:21:58.491Z
0,20.08,-21,-68,51.23,1011.24,21,3.559,1,1374,2015-10-26T21:20:59.681Z
0,20.11,-23,-71,51.2,1011.26,21,3.559,1,1377,2015-10-26T21:20:06.514Z
0,20.07,-29,-68,51.6,1011.13,21,3.559,1,1368,2015-10-26T21:19:02.077Z
0,20.06,-25,-73,51.63,1011.19,20,3.559,1,1368,2015-10-26T21:18:03.550Z
0,20.05,-29,-68,51.14,1011.1,20,3.559,1,1367,2015-10-26T21:17:06.110Z
0,20.16,-32,-66,51.06,1011.05,20,3.559,1,1363,2015-10-26T21:16:05.870Z
0,20.17,-23,-69,51.02,1011.07,21,3.559,1,1368,2015-10-26T21:15:07.664Z
100,20.02,-32,-66,51.73,1011.1,21,3.559,1,1368,2015-10-26T21:14:08.102Z
0,20.19,-31,-66,51.23,1011.15,21,3.559,1,1363,2015-10-26T21:13:09.684Z
0,20.2,-32,-68,51.14,1011.09,21,3.559,1,1360,2015-10-26T21:12:11.662Z
0,20.2,-29,-68,50.7,1011.14,21,3.559,1,1366,2015-10-26T21:11:11.950Z
0,20.2,-29,-72,51.11,1011.17,21,3.559,1,1363,2015-10-26T21:10:14.147Z
0,20.21,-29,-72,50.58,1011.13,20,3.559,1,1367,2015-10-26T21:08:36.079Z
0,20.21,-29,-68,50.96,1011.17,21,3.559,1,1363,2015-10-26T21:09:14.364Z
0,20.21,-21,-72,50.73,1011.18,21,3.559,1,1368,2015-10-26T21:07:30.744Z
0,20.2,-20,-68,50.73,1011.02,21,3.559,1,1368,2015-10-26T21:06:27.144Z
0,20.16,-33,-66,50.99,1011.02,21,3.559,1,1363,2015-10-26T21:04:42.287Z
0,20.2,-31,-68,51.25,1011.13,21,3.559,1,1368,2015-10-26T21:05:19.327Z
0,20.2,-25,-65,51.06,1011.03,21,3.559,1,1372,2015-10-26T21:02:41.716Z
0,20.2,-25,-68,50.8,1011.18,21,3.559,1,1374,2015-10-26T21:03:22.412Z
0,20.1,-20,-71,51.23,1011.13,21,3.559,1,1372,2015-10-26T21:01:24.532Z
0,20.1,-25,-69,51.2,1011.06,20,3.559,1,1368,2015-10-26T21:00:26.288Z
0,20.06,-32,-71,51.46,1011.09,21,3.559,1,1367,2015-10-26T20:59:39.402Z
0,20.11,-20,-72,51.72,1011.07,20,3.559,1,1366,2015-10-26T20:58:29.710Z
0,20.12,-20,-65,51.92,1011.08,20,3.559,1,1368,2015-10-26T20:56:52.543Z
0,20.19,-29,-66,51.75,1011.06,22,3.559,1,1368,2015-10-26T20:57:34.026Z
0,20.2,-18,-68,51.02,1011.1,21,3.559,1,1368,2015-10-26T20:55:54.343Z
0,20.2,-20,-68,50.7,1011.04,21,3.559,1,1368,2015-10-26T20:54:43.642Z
0,20.2,-18,-72,50.62,1011.06,21,3.559,1,1368,2015-10-26T20:53:34.291Z
0,20.2,-28,-71,50.77,1011.07,21,3.559,1,1363,2015-10-26T20:52:50.282Z
0,20.2,-31,-72,51.02,1011.04,21,3.559,1,1363,2015-10-26T20:51:36.458Z
0,20.2,-29,-71,50.99,1010.98,20,3.559,1,1363,2015-10-26T20:50:51.684Z
0,20.2,-31,-71,51.11,1010.97,21,3.559,1,1364,2015-10-26T20:49:40.291Z
0,20.2,-25,-72,51.37,1011.08,21,3.559,1,1366,2015-10-26T20:48:48.363Z
0,20.2,-23,-68,51.14,1011.01,21,3.559,1,1374,2015-10-26T20:48:07.367Z
0,20.2,-31,-69,51.11,1010.97,21,3.559,1,1363,2015-10-26T20:46:50.559Z
0,20.2,-21,-66,51.31,1010.98,21,3.559,1,1363,2015-10-26T20:45:44.654Z
0,20.21,-21,-71,50.67,1010.99,21,3.559,1,1368,2015-10-26T20:45:06.354Z
0,20.21,-25,-66,51.1,1010.96,21,3.559,1,1372,2015-10-26T20:43:59.213Z
0,20.2,-25,-72,50.91,1011.03,20,3.559,1,1364,2015-10-26T20:43:04.445Z
0,20.2,-33,-72,51.2,1010.85,20,3.559,1,1363,2015-10-26T20:42:06.367Z
0,20.14,-25,-66,51.66,1011.01,21,3.559,1,1372,2015-10-26T20:41:07.669Z
0,20.04,-25,-68,50.94,1010.99,20,3.559,1,1369,2015-10-26T20:40:00.091Z
100,19.93,-29,-69,52.16,1011.01,20,3.559,1,1359,2015-10-26T20:38:52.392Z
0,20.12,-29,-72,51.46,1010.99,21,3.559,1,1363,2015-10-26T20:38:04.699Z
0,20.06,-25,-72,51.54,1011.03,21,3.559,1,1371,2015-10-26T20:36:54.785Z
0,20.09,-20,-66,51.66,1011,20,3.559,1,1366,2015-10-26T20:35:56.561Z
0,20.08,-28,-72,51.54,1010.95,20,3.559,1,1366,2015-10-26T20:35:13.995Z
0,20.08,-26,-73,51.4,1011.01,21,3.559,1,1368,2015-10-26T20:34:13.304Z
0,20.2,-32,-74,51.23,1010.89,21,3.559,1,1366,2015-10-26T20:33:18.907Z
0,20.2,-26,-72,51.02,1010.93,21,3.559,1,1368,2015-10-26T20:32:18.772Z
0,20.11,-33,-72,50.99,1010.94,20,3.559,1,1367,2015-10-26T20:31:03.387Z
0,20.08,-24,-72,51.28,1010.98,21,3.559,1,1368,2015-10-26T20:30:20.491Z
100,20.03,-20,-68,51.63,1010.94,21,3.559,1,1375,2015-10-26T20:29:43.744Z
0,20.2,-39,-72,51.06,1010.9,20,3.559,1,1368,2015-10-26T20:28:25.267Z
0,20.26,-32,-68,50.35,1010.98,21,3.559,1,1367,2015-10-26T20:27:07.485Z
0,20.34,-32,-69,50.44,1010.9,21,3.559,1,1361,2015-10-26T20:26:07.960Z
0,20.39,-23,-69,50.21,1010.93,21,3.559,1,1363,2015-10-26T20:25:19.944Z
0,20.38,-36,-72,50.44,1010.93,20,3.559,1,1368,2015-10-26T20:24:29.896Z
0,20.42,-20,-72,49.85,1010.88,21,3.559,1,1368,2015-10-26T20:23:32.801Z
0,20.46,-31,-71,49.55,1010.91,20,3.559,1,1363,2015-10-26T20:22:35.572Z
0,20.43,-25,-71,50.25,1010.89,21,3.559,1,1367,2015-10-26T20:21:15.225Z
0,20.5,-20,-68,49.85,1010.95,20,3.559,1,1366,2015-10-26T20:20:15.903Z
0,20.5,-29,-72,49.85,1010.92,20,3.559,1,1359,2015-10-26T20:19:19.142Z
0,20.46,-29,-68,49.65,1010.85,21,3.559,1,1360,2015-10-26T20:18:36.879Z
0,20.4,-36,-74,49.35,1010.9,21,3.559,1,1372,2015-10-26T20:17:31.434Z
0,20.28,-39,-72,50.06,1010.98,21,3.559,1,1372,2015-10-26T20:16:49.377Z
0,20.31,-24,-68,50.56,1010.93,21,3.559,1,1366,2015-10-26T20:15:53.597Z
0,20.37,-20,-68,49.93,1010.97,21,3.559,1,1372,2015-10-26T20:14:35.199Z
0,20.42,-25,-71,49.82,1010.91,21,3.559,1,1368,2015-10-26T20:13:36.536Z
0,20.41,-25,-68,49.25,1011.04,20,3.559,1,1372,2015-10-26T20:12:52.203Z
0,20.43,-32,-71,49.72,1010.98,21,3.559,1,1367,2015-10-26T20:11:44.234Z
0,20.42,-34,-69,49.82,1010.88,22,3.559,1,1368,2015-10-26T20:10:53.170Z
0,20.42,-26,-71,49.85,1011.07,21,3.559,1,1367,2015-10-26T20:09:43.374Z
0,20.46,-25,-68,49.85,1010.93,21,3.559,1,1372,2015-10-26T20:07:50.167Z
0,20.38,-34,-72,50.58,1010.96,20,3.559,1,1363,2015-10-26T20:06:48.782Z
0,20.44,-32,-72,50.23,1011.05,21,3.559,1,1366,2015-10-26T20:05:37.505Z
0,20.5,-36,-72,50.02,1011,20,3.559,1,1372,2015-10-26T20:04:55.008Z
0,20.46,-25,-72,49.32,1011.01,21,3.559,1,1364,2015-10-26T20:04:08.955Z
0,20.44,-26,-68,49.78,1011.04,20,3.559,1,1368,2015-10-26T20:02:52.665Z
0,20.28,-32,-68,49.96,1011,21,3.559,1,1372,2015-10-26T20:01:04.391Z
0,20.35,-23,-72,50.12,1010.94,21,3.559,1,1372,2015-10-26T20:01:45.471Z
0,20.31,-31,-72,50.12,1011.01,21,3.559,1,1368,2015-10-26T19:59:52.296Z
0,20.22,-23,-72,50.29,1011.06,18,3.559,1,1372,2015-10-26T19:59:15.381Z
0,20.33,-31,-68,50.41,1011.01,17,3.559,1,1363,2015-10-26T19:57:46.183Z
0,20.33,-32,-68,50.32,1011.03,18,3.559,1,1366,2015-10-26T19:56:13.107Z
0,20.4,-29,-72,50.35,1011,18,3.559,1,1367,2015-10-26T19:56:46.698Z
0,20.29,-29,-69,50.67,1011.09,18,3.559,1,1368,2015-10-26T19:54:49.780Z
0,20.21,-33,-72,50.76,1011.2,17,3.559,1,1366,2015-10-26T19:54:04.406Z
0,20.21,-25,-68,50.82,1011.13,17,3.559,1,1369,2015-10-26T19:53:05.157Z
0,20.26,-29,-68,50.67,1011.1,17,3.559,1,1366,2015-10-26T19:52:08.636Z
0,20.31,-37,-72,50.79,1011.11,18,3.559,1,1363,2015-10-26T19:51:07.744Z
0,20.21,-37,-74,50.24,1011.14,18,3.559,1,1368,2015-10-26T19:50:12.379Z
0,20.2,-31,-71,50.57,1011.16,18,3.559,1,1361,2015-10-26T19:49:24.052Z
0,20.07,-29,-72,50.83,1011.01,18,3.559,1,1368,2015-10-26T19:48:06.103Z
100,19.97,-26,-71,51.47,1011.18,18,3.559,1,1368,2015-10-26T19:47:18.710Z
100,19.79,-34,-73,52.48,1011.22,18,3.559,1,1367,2015-10-26T19:46:12.853Z
100,19.9,-23,-69,52.1,1011.26,17,3.559,1,1367,2015-10-26T19:45:02.445Z
0,20.11,-24,-68,51.4,1011.25,17,3.559,1,1372,2015-10-26T19:44:18.794Z
0,20.07,-29,-69,51.57,1011.33,18,3.559,1,1364,2015-10-26T19:43:09.111Z
0,20.2,-25,-69,50.96,1011.27,18,3.559,1,1368,2015-10-26T19:42:16.174Z
0,20.31,-33,-76,50.35,1011.28,17,3.559,1,1366,2015-10-26T19:41:28.322Z
0,20.21,-28,-71,50.67,1011.22,17,3.559,1,1363,2015-10-26T19:40:24.265Z
0,20.2,-16,-66,50.48,1011.25,20,3.559,1,1376,2015-10-26T19:39:21.218Z
100,20.19,-36,-74,50.59,1011.27,20,3.559,1,1367,2015-10-26T19:38:14.385Z
0,20.37,-17,-68,50.64,1011.18,21,3.559,1,1372,2015-10-26T19:37:39.577Z
0,20.29,-26,-69,50.21,1011.17,21,3.559,1,1366,2015-10-26T19:36:24.211Z
0,20.33,-25,-71,50.15,1011.2,21,3.559,1,1363,2015-10-26T19:35:41.627Z
0,20.39,-26,-72,50.29,1011.29,21,3.559,1,1374,2015-10-26T19:34:18.189Z
0,20.43,-29,-66,49.85,1011.22,21,3.559,1,1363,2015-10-26T19:33:25.071Z
0,20.37,-29,-68,50.61,1011.16,20,3.559,1,1372,2015-10-26T19:32:21.275Z
0,20.35,-26,-68,49.77,1011.22,20,3.559,1,1374,2015-10-26T19:31:33.139Z
0,20.28,-23,-68,50.53,1011.21,21,3.559,1,1368,2015-10-26T19:30:21.071Z
0,20.31,-26,-71,50.58,1011.13,21,3.559,1,1359,2015-10-26T19:29:30.858Z
0,20.21,-36,-72,50.67,1011.2,21,3.559,1,1367,2015-10-26T19:28:32.006Z
0,20.33,-29,-72,50.06,1011.21,20,3.559,1,1364,2015-10-26T19:27:42.308Z
0,20.42,-34,-71,49.82,1011.15,20,3.559,1,1363,2015-10-26T19:26:42.618Z
0,20.4,-25,-69,49.6,1011.16,21,3.559,1,1374,2015-10-26T19:25:41.099Z
0,20.4,-29,-68,49.85,1011.22,20,3.559,1,1368,2015-10-26T19:24:40.152Z
0,20.41,-32,-74,49.88,1011.13,20,3.559,1,1364,2015-10-26T19:23:42.045Z
0,20.26,-25,-66,49.54,1011.12,20,3.559,1,1372,2015-10-26T19:22:30.900Z
0,20.28,-28,-68,50.15,1011.2,20,3.559,1,1363,2015-10-26T19:21:46.919Z
0,20.28,-26,-72,49.6,1011.11,20,3.559,1,1363,2015-10-26T19:20:41.857Z
0,20.35,-31,-72,50.27,1011.14,21,3.559,1,1363,2015-10-26T19:19:35.670Z
0,20.32,-25,-72,50.29,1011.13,20,3.559,1,1372,2015-10-26T19:18:41.059Z
0,20.32,-25,-69,49.87,1011.08,21,3.559,1,1374,2015-10-26T19:17:50.126Z
0,20.39,-25,-72,50.15,1010.99,20,3.559,1,1368,2015-10-26T19:16:49.704Z
0,20.29,-25,-68,50.12,1011.11,17,3.559,1,1361,2015-10-26T19:15:49.915Z
0,20.21,-32,-73,49.6,1011.1,17,3.559,1,1367,2015-10-26T19:14:49.342Z
0,20.19,-29,-72,50.8,1011.21,17,3.559,1,1367,2015-10-26T19:13:47.966Z
0,20.19,-29,-68,50.25,1011.21,18,3.559,1,1360,2015-10-26T19:12:43.646Z
